Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2154,Jeremy Sarmiento,ec ECU,"MF,FW",Cremonese,it Serie A,23-201,2002,7,0,142,1.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.13,0.19,5.00,5.00,1.88,0.00,0.00,0.00,0.00,0.00,0.05,0.15,0.20,0.05,0.20,Matches
2155,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-298,2001,16,2,433,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.10,0.21,2.29,02.08,5.63,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,Matches
2156,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-345,1999,16,16,"1,44",16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.05,0.05,0.00,0.05,0.44,4.19,0.13,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2157,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20-127,2005,13,13,"1,125",12.5,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.01,0.01,0.01,0.01,0.56,2.16,0.16,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2158,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-233,2004,13,6,498,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.05,0.05,0.02,0.05,1.27,3.64,2.18,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2159,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-196,2002,7,6,620,6.9,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2160,Sávio,br BRA,"MF,FW",Manchester City,eng Premier League,21-268,2004,15,5,541,6.0,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.12,0.28,8.33,1.83,10.0,0.00,0.17,0.17,0.00,0.17,0.17,0.12,0.29,0.17,0.29,Matches
2161,Joe Scally,us USA,DF,Gladbach,de Bundesliga,23-003,2002,13,12,"1,076",12.0,0.00,0.17,0.17,0.00,0.00,0.00,0.42,0.00,0.03,0.03,0.07,0.10,1.42,3.17,4.00,0.00,0.17,0.17,0.00,0.17,0.03,0.06,0.10,0.03,0.10,Matches
2162,Oliver Scarles,eng ENG,DF,West Ham,eng Premier League,20-022,2005,5,5,312,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.09,0.14,0.57,1.71,2.86,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
2163,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,34-014,1991,14,9,926,10.3,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.07,0.07,0.02,0.08,0.58,04.08,0.68,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
2164,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-250,1997,10,9,845,9.4,0.00,0.11,0.11,0.00,0.00,0.00,0.53,0.11,0.04,0.04,0.07,0.12,0.21,04.04,1.81,0.00,0.11,0.11,0.00,0.11,0.04,0.07,0.11,0.04,0.11,Matches
2165,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-102,1998,11,9,795,8.8,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.02,0.02,0.01,0.03,0.45,02.05,1.14,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
2166,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-253,1995,15,15,"1,35",15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2167,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29-217,1996,2,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2168,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-341,2000,15,13,"1,17",13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.08,0.08,0.15,0.22,1.00,1.46,4.15,0.00,0.00,0.00,0.00,0.00,0.07,0.14,0.22,0.07,0.22,Matches
2169,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-225,2003,2,1,134,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,9.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2170,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-225,2003,9,8,681,7.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.39,2.89,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2171,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-213,2000,10,5,448,5.0,0.00,0.20,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.18,0.18,2.20,6.20,3.20,0.00,0.20,0.20,0.00,0.20,0.00,0.17,0.18,0.00,0.18,Matches
2172,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-244,2001,15,14,"1,243",13.8,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.09,0.36,2.83,0.65,0.00,0.07,0.07,0.00,0.07,0.03,0.07,0.10,0.03,0.10,Matches
2173,Ayumu Seko,jp JPN,MF,Le Havre,fr Ligue 1,25-210,2000,16,15,"1,365",15.2,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.04,0.04,0.03,0.07,0.13,2.76,0.66,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
2174,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-311,1992,15,15,"1,35",15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.01,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2175,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-356,1998,15,15,"1,35",15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2176,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-340,2001,12,12,"1,037",11.5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.06,0.06,0.02,0.08,1.48,2.52,2.00,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Matches
2177,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-238,1997,18,18,"1,578",17.5,0.00,0.17,0.17,0.00,0.00,0.00,0.34,0.00,0.03,0.03,0.13,0.16,0.69,6.51,0.51,0.00,0.17,0.17,0.00,0.17,0.03,0.13,0.16,0.03,0.16,Matches
2178,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-304,2003,7,2,164,1.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.06,0.22,4.44,3.89,12.8,0.00,0.00,0.00,0.00,0.00,0.18,0.06,0.24,0.18,0.24,Matches
2179,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-068,1992,10,2,253,2.8,0.00,0.36,0.36,0.00,0.00,0.00,0.71,0.00,0.14,0.14,0.18,0.32,5.00,7.86,8.93,0.00,0.36,0.36,0.00,0.36,0.14,0.17,0.30,0.14,0.30,Matches
2180,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-175,1995,19,19,"1,637",18.2,0.00,0.05,0.05,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.04,0.04,1.65,4.45,1.32,0.00,0.05,0.05,0.00,0.05,0.00,0.04,0.04,0.00,0.04,Matches
2181,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-193,1998,8,4,416,4.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0.22,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
2182,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-276,2002,2,2,168,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2183,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-300,2000,11,9,825,9.2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.02,0.02,0.05,0.09,0.98,4.46,1.41,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.08,0.03,0.08,Matches
2184,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-146,1994,19,15,"1,316",14.6,0.00,0.14,0.14,0.00,0.00,0.00,0.27,0.00,0.02,0.02,0.14,0.16,2.12,4.66,4.11,0.00,0.14,0.14,0.00,0.14,0.02,0.15,0.16,0.02,0.16,Matches
2185,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-156,1997,13,10,955,10.6,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.01,0.01,0.08,0.08,1.60,5.66,4.53,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
2186,Fábio Silva,pt POR,"MF,FW",Dortmund,de Bundesliga,23-168,2002,9,1,129,1.4,0.00,2.14,2.14,0.00,0.00,0.00,0.71,0.00,0.07,0.07,0.50,0.57,1.43,2.86,12.9,0.00,02.09,02.09,0.00,02.09,0.06,0.49,0.56,0.06,0.56,Matches
2187,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-155,1999,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2188,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-307,1991,4,4,360,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2189,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-206,1997,18,18,"1,62",18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2190,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-257,2003,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,5.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
2191,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-145,1996,17,17,"1,53",17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2192,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,21-020,2004,3,3,225,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2193,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-238,1995,9,7,596,6.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.02,0.03,0.15,3.33,0.45,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2194,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-243,1991,10,10,817,9.1,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2195,Robert Skov,dk DEN,DF,Union Berlin,de Bundesliga,29-228,1996,3,3,220,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,3.33,1.67,0.42,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
2196,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-249,1991,10,8,523,5.8,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.07,0.07,0.34,2.59,1.55,0.00,0.17,0.17,0.00,0.17,0.00,0.07,0.07,0.00,0.07,Matches
2197,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-139,2000,12,9,775,8.6,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.06,0.06,0.12,0.17,0.47,3.72,2.33,0.00,0.00,0.00,0.00,0.00,0.05,0.12,0.18,0.05,0.18,Matches
2198,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-267,2001,14,9,688,7.6,0.00,0.13,0.13,0.00,0.00,0.00,0.26,0.00,0.03,0.03,0.24,0.26,2.24,3.55,3.16,0.00,0.13,0.13,0.00,0.13,0.03,0.23,0.27,0.03,0.27,Matches
2199,Alex Sola,es ESP,FW,Getafe,es La Liga,26-208,1999,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2200,Dominic Solanke,eng ENG,FW,Tottenham,eng Premier League,28-111,1997,2,0,33,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.57,0.57,0.57,Matches
2201,Julio Soler,ar ARG,"DF,FW",Bournemouth,eng Premier League,20-321,2005,3,0,35,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,2.50,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2202,Jhon Solis,co COL,MF,Girona,es La Liga,21-092,2004,12,3,380,4.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,1.19,2.86,0.95,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
2203,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,22-330,2003,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2204,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28-169,1997,2,1,176,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2205,Yann Sommer,ch SUI,GK,Inter,it Serie A,37-017,1988,14,14,"1,26",14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
2206,David Soria,es ESP,GK,Getafe,es La Liga,32-274,1993,18,18,"1,62",18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2207,Borna Sosa,hr CRO,DF,Crystal Palace,eng Premier League,27-347,1998,3,0,28,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,3.33,6.67,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.22,0.00,0.22,Matches
2208,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,22-015,2003,12,9,771,8.6,0.00,0.12,0.12,0.00,0.00,0.00,0.12,0.00,0.01,0.01,0.14,0.14,1.40,6.51,0.81,0.00,0.12,0.12,0.00,0.12,0.01,0.13,0.15,0.01,0.15,Matches
2209,Florian Sotoca,fr FRA,"MF,FW",Lens,fr Ligue 1,35-070,1990,12,0,88,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.80,0.90,2.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.08,0.82,0.90,0.08,0.90,Matches
2210,Aboubaka Soumahoro,fr FRA,"DF,MF",Hamburger SV,de Bundesliga,20-333,2005,4,2,136,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.67,2.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
2211,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-200,1999,12,10,793,8.8,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.01,0.01,0.01,0.01,0.34,3.86,0.80,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
2212,Djed Spence,eng ENG,DF,Tottenham,eng Premier League,25-147,2000,16,15,"1,253",13.9,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.04,0.04,0.05,0.09,3.53,3.96,3.96,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
2213,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35-143,1990,9,6,541,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.15,0.18,0.33,3.00,0.33,0.00,0.00,0.00,0.00,0.00,0.03,0.15,0.18,0.03,0.18,Matches
2214,Nicolae Stanciu,ro ROU,"MF,FW",Genoa,it Serie A,32-241,1993,3,2,172,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.05,0.26,1.58,2.11,4.21,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.27,0.23,0.27,Matches
2215,Otto Stange,de GER,MF,Hamburger SV,de Bundesliga,18-328,2007,1,0,16,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2216,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30-216,1995,11,9,779,8.7,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.11,0.05,0.05,0.00,0.05,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
2217,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,30-264,1995,7,3,301,3.3,0.00,0.00,0.00,0.00,0.00,0.00,1.52,0.61,0.00,0.00,0.00,0.00,0.00,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
2218,Calvin Stengs,nl NED,MF,Pisa,it Serie A,27-016,1998,2,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,40.0,50.0,10.0,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.54,0.54,0.54,Matches
2219,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,29-289,1996,2,2,106,1.2,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.25,0.25,0.00,0.25,0.83,3.33,6.67,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches
2220,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32-129,1993,12,5,464,5.2,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.33,0.17,0.25,0.42,1.54,5.77,6.54,0.00,0.00,0.00,0.00,0.00,0.33,0.25,0.58,0.17,0.42,Matches
2221,John Stones,eng ENG,DF,Manchester City,eng Premier League,31-220,1994,7,4,353,3.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.77,3.85,1.28,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
2222,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26-145,1999,17,16,"1,449",16.1,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.11,0.11,0.02,0.12,0.31,3.17,0.31,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,Matches
2223,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28-147,1997,12,11,989,11.0,0.00,0.18,0.18,0.00,0.00,0.00,0.27,0.00,0.03,0.03,0.13,0.15,1.27,04.09,05.09,0.00,0.18,0.18,0.00,0.18,0.03,0.12,0.15,0.03,0.15,Matches
2224,Luka Sučić,hr CRO,MF,Real Sociedad,es La Liga,23-117,2002,6,2,202,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.09,0.23,1.82,5.45,3.64,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,Matches
2225,Yukinari Sugawara,jp JPN,DF,Werder Bremen,de Bundesliga,25-189,2000,14,14,"1,241",13.8,0.00,0.22,0.22,0.00,0.00,0.00,0.07,0.00,0.09,0.09,0.05,0.15,2.17,4.64,5.51,0.00,0.22,0.22,0.00,0.22,0.10,0.05,0.15,0.10,0.15,Matches
2226,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30-122,1995,3,2,136,1.5,0.00,0.67,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,3.33,0.00,0.00,0.66,0.66,0.00,0.66,0.00,0.06,0.06,0.00,0.06,Matches
2227,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22-226,2003,2,0,38,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2228,Crysencio Summerville,nl NED,"FW,MF",West Ham,eng Premier League,24-065,2001,14,12,959,10.7,0.00,0.09,0.09,0.00,0.00,0.00,0.28,0.00,0.19,0.19,0.03,0.21,02.06,2.80,5.79,0.00,0.09,0.09,0.00,0.09,0.18,0.03,0.21,0.18,0.21,Matches
2229,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23-135,2002,11,11,990,11.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2230,Mile Svilar,rs SRB,GK,Roma,it Serie A,26-129,1999,17,17,"1,53",17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2231,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23-146,2002,8,4,401,4.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,3.78,4.67,5.56,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.19,0.01,0.19,Matches
2232,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19-262,2006,2,1,63,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2233,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35-260,1990,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2234,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33-125,1992,12,8,799,8.9,0.00,0.11,0.11,0.00,0.00,0.00,0.34,0.11,0.12,0.12,0.06,0.18,1.35,3.71,2.13,0.00,0.11,0.11,0.00,0.11,0.12,0.06,0.19,0.12,0.19,Matches
2235,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27-222,1998,16,16,"1,44",16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.02,0.02,0.01,0.03,0.88,2.13,0.44,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
2236,Adrien Tameze,cm CMR,"DF,MF",Torino,it Serie A,31-333,1994,16,9,854,9.5,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.02,0.02,0.02,0.04,01.05,3.89,01.05,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches
2237,Axel Tapé,fr FRA,DF,Leverkusen,de Bundesliga,18-146,2007,5,2,177,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.10,0.00,0.10,1.50,1.50,3.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
2238,James Tarkowski,eng ENG,DF,Everton,eng Premier League,33-045,1992,19,19,"1,71",19.0,0.00,0.05,0.05,0.00,0.00,0.00,0.21,0.00,0.05,0.05,0.05,0.11,0.37,3.00,0.37,0.00,0.05,0.05,0.00,0.05,0.05,0.06,0.11,0.05,0.11,Matches
2239,César Tárrega,es ESP,DF,Valencia,es La Liga,23-311,2002,16,16,"1,44",16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.01,0.01,0.01,0.02,0.44,2.13,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches
